tp_record_share;ke;ki;id_polizza_exp;id_polizza_inviante;id_polizza_ricevente;id_titolo_invio;id_titolo_inviante;id_titolo_ricevente;id_polizza_invio;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;numero_polizza_cmp_delegataria;progressivo;repertorio_polizza;ramo;effetto_titolo;fl_aggiorna_copertura;data_scadenza_emesso;tipo_titolo_compagnia;tipo_titolo_share;progressivo_titolo;tipo_polizza;frazionamento;stato_share;stato_cmp;id_titolo_exp;id_incasso_exp;dt_pag_cliente;dt_competenza_contabile;numero_foglio_cassa;data_registrazione_fc;data_foglio_cassa;riga_foglio_cassa;valuta_share;tipo_coass;ns_quota;ns_quota_premio;quota_delegataria_sinistri;bonus_malus_universale;bonus_malus_interna;tipo_premi_delega;netto_totale;diritti_totale;accessori_totale;imponibile_totale;antiracket_totale;ssn_totale;tasse_totale;lordo_totale;interessi_frazionamento;sconto_applicato_1;sconto_applicato_2;provvigioni_totale;provvigioni_acquisto_totale;provvigioni_acquisto_variabile;provvigioni_acquisto_fissa;provvigioni_incasso_totale;provvigioni_incasso_variabile;provvigioni_incasso_fissa;provvigioni_acquisto_diritti;provvigioni_incasso_diritti;collaboratore_1;provv_tot_c1;provv_acq_c1;provv_acq_parte_fissa_c1;provv_acq_parte_variabile_c1;provv_acq_parte_diritti_c1;provv_inc_c1;provv_inc_parte_fissa_c1;provv_inc_parte_variabile_c1;provv_inc_parte_diritti_c1;collaboratore_2;provv_tot_c2;provv_acq_c2;provv_acq_parte_fissa_c2;provv_acq_parte_variabile_c2;provv_acq_parte_diritti_c2;provv_inc_c2;provv_inc_parte_fissa_c2;provv_inc_parte_variabile_c2;provv_inc_parte_diritti_c2;collaboratore_3;provv_tot_c3;provv_acq_c3;provv_acq_parte_fissa_c3;provv_acq_parte_variabile_c3;provv_acq_parte_diritti_c3;provv_inc_c3;provv_inc_parte_fissa_c3;provv_inc_parte_variabile_c3;provv_inc_parte_diritti_c3;collaboratore_4;provv_tot_c4;provv_acq_c4;provv_acq_parte_fissa_c4;provv_acq_parte_variabile_c4;provv_acq_parte_diritti_c4;provv_inc_c4;provv_inc_parte_fissa_c4;provv_inc_parte_variabile_c4;provv_inc_parte_diritti_c4;collaboratore_5;prodotto_cmp;sottoprodotto_cmp;fl_incasso_diretto;fl_incasso_subagente;indicatore_incasso_subagente;fondo_mutua_totale;altre_spese_totale;mezzo_pagamento_cmp;mezzo_pag_share;codice_massimale_share;massimale_unico;massimale_sinistro;massimale_cose;massimale_persone;valore_veicolo;flessibilita_rca;tipo_tariffa_rca_share;aliquota_tassa_rca;data_annullamento_titolo;motivo_annullamento_titolo_cmp;data_contenzioso;cig;cup;rischio_cmp;utente_incasso;numero_appendice;importo_scatola_nera;giorni_mora;data_scadenza_mora;binder;importo_parcella;data_emissione_regolazione;data_effetto_copertura_regolazione;data_scadenza_copertura_regolazione;libro_matricola;numero_applicazione_lm;id_fornitore_inviante;id_fornitore_ricevente;id_titolo_cmp;timestamp_record
40;;;289400527;OWEB-23774-289400527;;949387627;OWEB-23774-949387627;;289400527;5;GEN;;732884004;;0;;01;15/06/2026;N;;PS;PS;0;1;2;I;I;949387627;;;;;;;0;EUR;1;10000;0;0;0;;T;128,86;0,00;12,87;141,73;0,08;0,00;2,77;144,5;0,00;0,00;0,00;34,36;17,33;0,00;0,00;17,03;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;;;;0,00;;;;N;;;;GEN-2003010011PO72ZO;
40;;;241952243;OWEB-23774-241952243;;916744841;OWEB-23774-916744841;;241952243;5;GEN;;730025540;;0;;01;14/03/2026;N;;QZ;QZ;0;1;2;I;I;916744841;;;;;;;0;EUR;1;10000;0;0;0;;T;301,12;0,00;30,12;331,24;3,29;0,00;73,76;405,0;0,00;0,00;0,00;82,84;82,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;14/03/2026;;0,00;;;;N;;;;GEN-20030100112BS38M;
40;;;253621539;OWEB-23774-253621539;;916745386;OWEB-23774-916745386;;253621539;5;GEN;;731039889;;0;;01;14/03/2026;N;;QZ;QZ;0;1;2;I;I;916745386;;;;;;;0;EUR;1;10000;0;0;0;;T;216,29;0,00;0,00;216,29;2,14;0,00;48,12;264,41;0,00;0,00;0,00;51,62;51,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;14/03/2026;;0,00;;;;N;;;;GEN-20030100112CT79V;
40;;;248978359;OWEB-23774-248978359;;936215977;OWEB-23774-936215977;;248978359;5;GEN;;732169441;;0;;3W;12/06/2026;N;;QZ;QZ;0;1;12;P;P;936215977;;12/06/2026;;;;19/06/2026;0;EUR;1;10000;0;0;0;;T;100,05;0,00;10,0;110,05;0,00;0,00;2,95;113,0;0,00;0,00;0,00;24,77;11,56;0,00;0,00;13,21;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;RD;SEC;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;12/06/2026;;0,00;;;;N;;;;GEN-2003010011H3KJ5K;
40;;;241949942;OWEB-23774-241949942;;936216106;OWEB-23774-936216106;;241949942;5;GEN;;180024596;;0;;3N;18/06/2026;N;;QZ;QZ;0;2;2;P;P;936216106;;22/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;256,36;0,00;0,00;256,36;0,48;19,95;50,64;307,0;0,00;0,00;0,00;33,14;33,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;CO;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;18/06/2026;;0,00;;;;N;;;;GEN-2004017TTB0HLSBC;
40;;;265757686;OWEB-23774-265757686;;936855004;OWEB-23774-936855004;;265757686;5;GEN;;83745607;;0;;09;12/06/2026;N;;QZ;QZ;0;4;12;P;P;936855004;;12/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;79,25;0,5;0,00;79,75;0,00;0,00;0,00;79,75;0,00;0,00;0,00;3,99;0,00;0,00;0,00;3,99;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;ID;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;12/06/2026;;0,00;;;;N;;;;GEN-3002012104325752;
40;;;244233497;OWEB-23774-244233497;;936855012;OWEB-23774-936855012;;244233497;5;GEN;;83124582;;0;;09;11/06/2026;N;;QZ;QZ;0;4;12;P;P;936855012;;11/06/2026;;;;19/06/2026;0;EUR;1;10000;0;0;0;;T;18,15;0,5;0,00;18,65;0,00;0,00;0,00;18,65;0,00;0,00;0,00;0,93;0,00;0,00;0,00;0,93;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;ID;SEC;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;11/06/2026;;0,00;;;;N;;;;GEN-3002012104451364;
40;;;267781153;OWEB-23774-267781153;;937880223;OWEB-23774-937880223;;267781153;5;GEN;;183629171;;0;;3N;11/06/2026;N;;QZ;QZ;0;2;1;P;P;937880223;;22/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;326,42;0,00;0,00;326,42;0,00;34,27;75,08;401,5;0,00;0,00;0,00;25,5;25,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;PS;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;11/06/2026;;0,00;;;;N;;;;GEN-2004017U2EEEXS4P;
40;;;241951142;OWEB-23774-241951142;;937880225;OWEB-23774-937880225;;241951142;5;GEN;;180394860;;0;;3N;19/06/2026;N;;QZ;QZ;0;2;1;P;P;937880225;;19/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;839,95;0,00;0,00;839,95;6,13;17,46;129,05;969,0;0,00;0,00;0,00;97,34;97,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;BN;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;19/06/2026;;0,00;;;;N;;;;GEN-2004017U2E1S2FI9;
40;;;251714194;OWEB-23774-251714194;;937880227;OWEB-23774-937880227;;251714194;5;GEN;;182259625;;0;;3N;19/06/2026;N;;QZ;QZ;0;2;1;P;P;937880227;;22/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;413,66;0,00;0,00;413,66;1,99;15,46;69,34;483,0;0,00;0,00;0,00;65,76;65,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;BN;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;19/06/2026;;0,00;;;;N;;;;GEN-2004017U2E8Q4L7R;
40;;;241950959;OWEB-23774-241950959;;940063625;OWEB-23774-940063625;;241950959;5;GEN;;180394677;;0;;3N;27/06/2026;N;;QZ;QZ;0;2;1;P;P;940063625;;22/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;414,34;0,00;0,00;414,34;0,86;29,19;82,16;496,5;0,00;0,00;0,00;55,04;55,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;036;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;CO;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;27/06/2026;;0,00;;;;N;;;;GEN-2004017UB98HEFHX;
40;;;269897278;OWEB-23774-269897278;;940730134;OWEB-23774-940730134;;269897278;5;GEN;;183629240;;0;;3N;23/06/2026;N;;QZ;QZ;0;2;1;P;P;940730134;;22/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;279,08;0,00;0,00;279,08;0,06;26,43;61,42;340,5;0,00;0,00;0,00;29,86;29,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;CO;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;23/06/2026;;0,00;;;;N;;;;GEN-2004017UF7O3OMB3;
40;;;288600131;OWEB-23774-288600131;;946926762;OWEB-23774-946926762;;288600131;5;GEN;;184643200;;0;;3N;15/06/2026;N;;PS;PS;0;2;1;P;P;946926762;;19/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;321,93;0,00;0,00;321,93;0,37;27,77;68,07;390,0;0,00;0,00;0,00;39,01;39,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;BN;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;;;;0,00;;;;N;;;;GEN-2004017V665O74S3;
40;;;255085490;OWEB-23774-255085490;;947325128;OWEB-23774-947325128;;255085490;5;GEN;;182259857;;0;;3N;02/08/2026;N;;QZ;QZ;0;2;0;I;I;947325128;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;608,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;02/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-182259857-20260802;
40;;;272219040;OWEB-23774-272219040;;947705291;OWEB-23774-947705291;;272219040;5;GEN;;183629345;;0;;3N;04/08/2026;N;;QZ;QZ;0;2;0;I;I;947705291;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;201,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;04/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-183629345-20260804;
40;;;269718413;OWEB-23774-269718413;;947982207;OWEB-23774-947982207;;269718413;5;GEN;;83806081;;0;;09;19/06/2026;N;;AV;MFE;0;4;1;P;P;947982207;;19/06/2026;;;;19/06/2026;0;EUR;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,76;0,00;0,00;0,00;1,76;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;;;;0,00;;;;N;;;;GEN-3002012107153654;
40;;;288913917;OWEB-23774-288913917;;947982301;OWEB-23774-947982301;;288913917;5;GEN;;184643231;;0;;3N;22/06/2026;N;;PN;PN;0;2;1;P;P;947982301;;19/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;134,53;0,00;0,00;134,53;0,06;13,6;30,47;165,0;0,00;0,00;0,00;13,39;13,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;BN;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;;;;0,00;;;;N;;;;GEN-2004017VHN937XRT;
40;;;288913918;OWEB-23774-288913918;;947982302;OWEB-23774-947982302;;288913918;5;GEN;;184643232;;0;;3N;24/06/2026;N;;PN;PN;0;2;1;P;P;947982302;;22/06/2026;;;;22/06/2026;0;EUR;1;10000;0;0;0;;T;223,96;0,00;0,00;223,96;0,06;22,99;51,04;275,0;0,00;0,00;0,00;22,12;22,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;BN;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;;;;0,00;;;;N;;;;GEN-2004017VHPUT8HAH;
40;;;241951516;OWEB-23774-241951516;;948031588;OWEB-23774-948031588;;241951516;5;GEN;;180991825;;0;;3N;07/08/2026;N;;QZ;QZ;0;2;0;I;I;948031588;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;186,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;036;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;07/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-180991825-20260807;
40;;;272219128;OWEB-23774-272219128;;948031592;OWEB-23774-948031592;;272219128;5;GEN;;183629364;;0;;3N;07/08/2026;N;;QZ;QZ;0;2;0;I;I;948031592;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;509,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;07/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-183629364-20260807;
40;;;279093774;OWEB-23774-279093774;;948478668;OWEB-23774-948478668;;279093774;5;GEN;;183629759;;0;;3N;08/08/2026;N;;QZ;QZ;0;2;0;I;I;948478668;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;215;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;08/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-183629759-20260808;
40;;;282912024;OWEB-23774-282912024;;948478669;OWEB-23774-948478669;;282912024;5;GEN;;184642952;;0;;3N;08/08/2026;N;;QZ;QZ;0;2;0;I;I;948478669;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;418,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;08/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-184642952-20260808;
40;;;241950253;OWEB-23774-241950253;;948826767;OWEB-23774-948826767;;241950253;5;GEN;;180024907;;0;;3N;07/08/2026;N;;QZ;QZ;0;2;2;I;I;948826767;;;;;;;0;EUR;1;10000;0;0;0;;T;280,21;0,00;0,00;280,21;0,03;20,58;56,29;336,5;0,00;0,00;0,00;41,61;41,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;07/08/2026;;0,00;;;;N;;;;GEN-2004017VJSBVZK9Y;
40;;;241951494;OWEB-23774-241951494;;948826769;OWEB-23774-948826769;;241951494;5;GEN;;180991803;;0;;3N;09/08/2026;N;;QZ;QZ;0;2;0;I;I;948826769;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;227,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;09/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-180991803-20260809;
40;;;241951528;OWEB-23774-241951528;;948826770;OWEB-23774-948826770;;241951528;5;GEN;;180991837;;0;;3N;09/08/2026;N;;QZ;QZ;0;2;0;I;I;948826770;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;09/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-180991837-20260809;
40;;;241951542;OWEB-23774-241951542;;948826771;OWEB-23774-948826771;;241951542;5;GEN;;180991851;;0;;3N;09/08/2026;N;;QZ;QZ;0;2;0;I;I;948826771;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1051,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;09/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-180991851-20260809;
40;;;241952016;OWEB-23774-241952016;;948826772;OWEB-23774-948826772;;241952016;5;GEN;;180992325;;0;;3N;09/08/2026;N;;QZ;QZ;0;2;0;I;I;948826772;;;;;;;0;;1;10000;0;0;0;;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;N;;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;;;;;;;;0,00;0;09/08/2026;;0,00;;;;N;;;;GEN-PROPOSTA-180992325-20260809;
