tp_record_share;id_polizza_exp;id_polizza_invio;id_polizza_inviante;id_polizza_ricevente;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;progressivo;repertorio;tipo_codice_veicolo;codice_veicolo;data_immatricolazione;guida_esperta;settore_rca_share;classe_rca_share;uso_rca_share;trasportati_rca_share;estensioni_rca_share;limitazioni_rca_share;rimorchio_rca_share;tipo_targa_share;targa;telaio;marca;modello;tipo_tariffa_rca_share;bonus_malus_universale;bonus_malus_interna;tp_alimentazione_share;cavalli_fiscali;quintali;posti;cilindrata;peso_posti_rim;kw;codice_massimale_share;massimale_unico;massimale_sinistro;massimale_cose;massimale_persone;id_anagrafico_intestatariopra;flessibilita_rca;airbag_passeggero;codice_convenzione;abs;franchigia_bm;pejus;valore_veicolo;valore_accessori;fl_indicizzazione;indice_base;indice_istat;premio_base_indicizzazione;tariffa_vita;descrizione_tariffa_vita;massa;regolaz_premio;dt_pross_regolazione;codice_causale_regolazione_cmp;gg_comunicazione_dati_regolazione;marca_scatola_nera;modello_scatola_nera;natanti_numero_motori;natanti_stazza;natanti_lunghezza_fuori_tutto;natanti_velocita_massima;natanti_immatricolazione_estera;natanti_uso_diporto;libro_matricola;numero_applicazione_lm;data_prossima_qz;id_beneficiario_vita_exp;id_beneficiario_inviante;id_beneficiario_ricevente;id_assicurato_vita_exp;id_assicurato_inviante;id_assicurato_ricevente;tipo_polizza_vita_share;capitale_caso_morte;capitale_iniziale;capitale_attuale;capitale_rivalutato;benefici_mutualita;data_ultima_rivalutazione;totale_quote;finanziamento;visita_medica;adeguamento_capitale;durata_pag_premi;cumulo_versamenti;cumulo_riscatti;valore_polizza;data_valore_polizza;eta_minima;eta_massima;versamento_minimo;versamento_massimo;costi;data_rescindibilita;percentuale_detraibilita;descrizione_re;patrimonio;totale_iscritti_attivi;totale_nuovi_iscritti;data_iscrizione_nuovi_iscritti;riparazione_convenzionata;codice_aggregazione;id_mezzo_exp;ragione_sociale_cassa;partita_iva_cassa;timestamp_record
21;272219040;272219040;OWEB-23774-272219040;;5;GEN;;183629345;0;;0;006659;03/2023;N;5;31;0;0;;;;1;FA29438;;TRS;ONE 300;;1;;BENZINA;0;0;0;294;0;7;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;288913917;288913917;OWEB-23774-288913917;;5;GEN;;184643231;0;;0;;11/1996;N;5;30;0;0;;;;4;XBGSD5;ZD4LY0000TS004066;APRILIA;LY00;;1;;BENZINA;0;0;0;49;0;3;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;288913918;288913918;OWEB-23774-288913918;;5;GEN;;184643232;0;;0;017862;10/2024;N;5;31;0;0;;;;1;FL07426;;HONDA;CRF1100L AFRICA TWIN ES;;1;;BENZINA;0;0;0;1084;0;75;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;13300;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951516;241951516;OWEB-23774-241951516;;5;GEN;;180991825;0;;0;067484;05/2006;N;1;1;1;0;;;;1;DC060XD;;FIAT;600 1.1 ACTIVE;;1;01;BENZINA;13;0;0;1108;0;40;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;272219128;272219128;OWEB-23774-272219128;;5;GEN;;183629364;0;;0;079256;01/2010;N;1;1;1;0;;;;1;EA866MD;;VOLKSWAGEN;GOLF 2.0 TDI 140CV;;13;25;DIESEL;20;0;0;1968;0;103;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;279093774;279093774;OWEB-23774-279093774;;5;GEN;;183629759;0;;0;001135;06/2002;N;5;31;0;0;;;;1;BE73630;;BMW;R 1150 RT ABS CAT;;5;;BENZINA;0;0;0;1130;0;70;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;1500;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;0;108847;10/2019;N;1;1;1;0;;;;1;FZ981JA;;MERCEDES;C 180 D S.W. AUTO EXE;;1;01;DIESEL;17;0;0;1597;0;90;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;11100;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241950253;241950253;OWEB-23774-241950253;;5;GEN;;180024907;0;;0;127178;06/2021;N;1;1;1;0;;;;1;GF873JM;;DACIA;DUSTER 1.5 BLUE DCI 8V 1;;1;01;DIESEL;16;0;0;1461;0;85;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951494;241951494;OWEB-23774-241951494;;5;GEN;;180991803;0;;0;;12/2003;N;5;31;0;0;;;;1;BT61629;;KTM;250 EXC;;1;;BENZINA;0;0;0;249;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951528;241951528;OWEB-23774-241951528;;5;GEN;;180991837;0;;0;;10/2010;N;4;41;0;0;;;;1;AF36030;;SCHWARZ;S32T;;3;;;0;0;0;0;0;0;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;0;121831;05/2021;N;1;1;1;0;;;;1;GE016YY;;SEAT;ARONA 1.0 ECOTSI XCELLENC;;1;01;BENZINA;12;0;0;999;0;70;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241952016;241952016;OWEB-23774-241952016;;5;GEN;;180992325;0;;0;;10/2023;N;4;41;0;0;;;;1;XA463WN;;EDER;;;2;;;0;0;0;0;0;0;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;254012408;254012408;OWEB-23774-254012408;;5;GEN;;182259770;0;;0;;08/2019;N;4;41;2;0;;;;1;XA566JA;;CRESCI;RIMORCHI PT6C;;10;;;0;0;0;0;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;254012409;254012409;OWEB-23774-254012409;;5;GEN;;182259771;0;;0;;09/2003;N;4;41;2;0;;;;1;AB48058;;ELLEBI;1150;;1;;;0;0;0;0;0;0;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;254143671;254143671;OWEB-23774-254143671;;5;GEN;;182259785;0;;0;087014;05/2011;N;1;1;1;0;;;;1;EH731VA;;FIAT;PANDA 1.3 MJT 16V DPF 4X4;;1;01;DIESEL;15;0;0;1248;0;55;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;6000;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;243270604;243270604;OWEB-23774-243270604;;5;GEN;;180992559;0;;0;066782;06/2009;N;1;1;1;0;;;;1;DX271CM;;FIAT;GRANDE PUNTO 1.4 5 PORTE;;1;08;BENZINA;15;0;0;1368;0;57;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241949601;241949601;OWEB-23774-241949601;;5;GEN;;180024255;0;;0;;01/1997;N;4;3;3;0;;;;1;ZA768BH;;MITSUBISHI;PAJERO;;2;;DIESEL;0;0;0;0;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;242815858;242815858;OWEB-23774-242815858;;5;GEN;;180992526;0;;0;;07/1996;N;4;3;3;0;;;;1;AG079VZ;;ALTRE MARCHE;- ALTRI MODELLI;;7;;DIESEL;0;0;0;0;0;0;;0,00;12000000,00;12000000,00;12000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241950983;241950983;OWEB-23774-241950983;;5;GEN;;180394701;0;;0;087908;08/2012;N;1;1;1;0;;;;1;EN459BM;;HYUNDAI;IX20 1.6 125CV COMFORT;;1;01;BENZINA;17;0;0;1591;0;92;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241950981;241950981;OWEB-23774-241950981;;5;GEN;;180394699;0;;0;;02/2001;N;4;3;3;0;;;;1;BR751AA;;RENAULT;MASTER;;1;;DIESEL;0;0;0;0;0;0;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951353;241951353;OWEB-23774-241951353;;5;GEN;;180395071;0;;0;004861;06/2023;N;5;31;0;0;;;;1;EW09506;;HONDA;SH 125 ABS;;1;;BENZINA;0;0;0;125;0;9;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;250720193;250720193;OWEB-23774-250720193;;5;GEN;;182259560;0;;0;;10/1991;N;7;70;0;0;;;;2;SO010640;;FENDT;248;;5;;;0;0;0;0;0;0;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;250720196;250720196;OWEB-23774-250720196;;5;GEN;;182259563;0;;0;;01/2001;N;7;70;0;0;;;;1;AJ898M;;LANDINI;A;;9;;;0;0;0;0;0;0;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951093;241951093;OWEB-23774-241951093;;5;GEN;;180394811;0;;0;063675;07/2005;N;1;1;1;0;;;;1;CS388BR;;FIAT;PANDA 1.2 4X4;;1;01;BENZINA;14;0;0;1242;0;44;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951048;241951048;OWEB-23774-241951048;;5;GEN;;180394766;0;;0;;07/2000;N;4;3;3;0;;;;1;BK776LC;;DAIMLERCHRYSLER;MB3340AK;;8;;DIESEL;0;0;0;0;0;0;;0,00;26000000,00;26000000,00;26000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241950976;241950976;OWEB-23774-241950976;;5;GEN;;180394694;0;;0;063676;09/2005;N;1;1;1;0;;;;1;CT303XN;;FIAT;PANDA 1.2 4X4 CLIMBING;;1;01;BENZINA;14;0;0;1242;0;44;;0,00;12000000,00;12000000,00;12000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951493;241951493;OWEB-23774-241951493;;5;GEN;;180991802;0;;0;070912;07/2009;N;1;1;1;0;;;;1;DX840ED;;CITROEN;C4 GRAND PICASSO 2.0 H;;1;01;DIESEL;20;0;0;1997;0;100;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951533;241951533;OWEB-23774-241951533;;5;GEN;;180991842;0;;0;082665;09/2010;N;1;1;1;0;;;;1;EF810KN;;FIAT;PUNTO EVO 1.3 MJT 90 CV 5;;1;01;DIESEL;15;0;0;1248;0;66;;0,00;26000000,00;26000000,00;26000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951451;241951451;OWEB-23774-241951451;;5;GEN;;180991760;0;;0;080061;10/2009;N;1;1;1;0;;;;1;DY577PM;;VOLKSWAGEN;GOLF 2.0 TDI 140CV;;1;01;DIESEL;20;0;0;1968;0;103;;0,00;12000000,00;12000000,00;12000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951481;241951481;OWEB-23774-241951481;;5;GEN;;180991790;0;;0;063676;01/2009;N;1;1;1;0;;;;1;DV492LM;;FIAT;PANDA 1.2 4X4 CLIMBING;;1;01;BENZINA;14;0;0;1242;0;44;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951503;241951503;OWEB-23774-241951503;;5;GEN;;180991812;0;;0;;08/2000;N;1;1;1;0;;;;1;DC786MJ;;VOLKSWAGEN;GOLF 1.6;;1;01;BENZINA;4;0;0;0;0;74;;0,00;26000000,00;26000000,00;26000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951507;241951507;OWEB-23774-241951507;;5;GEN;;180991816;0;;0;;10/2009;N;4;3;3;0;;;;1;DX863CP;;PIAGGIO;PORTER;;9;;BENZINA;0;0;0;0;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951468;241951468;OWEB-23774-241951468;;5;GEN;;180991777;0;;0;105679;12/2015;N;1;1;1;0;;;;1;FB599FX;;JEEP;RENEGADE 2.0 MJT 140CV 4W;;1;01;DIESEL;20;0;0;1956;0;103;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951505;241951505;OWEB-23774-241951505;;5;GEN;;180991814;0;;0;046214;09/2000;N;1;1;1;0;;;;1;BK857KX;;FIAT;SEICENTO 1.1I CAT SPORTIN;;1;01;BENZINA;13;0;0;1108;0;40;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951565;241951565;OWEB-23774-241951565;;5;GEN;;180991874;0;;0;;03/1992;N;5;32;0;0;;;;2;SO056590;;PIAGGIO;APE;;1;;BENZINA;0;0;0;218;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951182;241951182;OWEB-23774-241951182;;5;GEN;;180394900;0;;0;;02/2005;N;4;3;3;0;;;;1;CT999EC;;PIAGGIO;PORTER;;11;;BENZINA;0;0;0;0;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951209;241951209;OWEB-23774-241951209;;5;GEN;;180394927;0;;0;134698;12/2019;N;1;1;1;0;;;;1;FY743XT;;SKODA;KAROQ 2.0 TDI SCR 4X4 DS;;1;01;DIESEL;20;0;0;1968;0;110;;0,00;12000000,00;12000000,00;12000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951588;241951588;OWEB-23774-241951588;;5;GEN;;180991897;0;;0;112614;02/2016;N;1;1;1;0;;;;1;FB882XR;;SKODA;YETI 1.2 TSI DESIGN EDIT;;1;01;BENZINA;14;0;0;1197;0;81;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951322;241951322;OWEB-23774-241951322;;5;GEN;;180395040;0;;0;065487;02/2007;N;1;1;1;0;;;;1;DE363CE;;MERCEDES;B 200 CDI CHROME;;3;12;DIESEL;20;0;0;1991;0;103;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;241951437;241951437;OWEB-23774-241951437;;5;GEN;;180991746;0;;0;;08/2017;N;5;30;0;0;;;;4;X7SP8R;ZAPC1600000030899;PIAGGIO;VESPA;;8;;BENZINA;0;0;0;49;0;0;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;277547402;277547402;OWEB-23774-277547402;;5;GEN;;183629679;0;;0;136277;12/2025;N;1;1;1;0;;;;1;HB798SJ;;FORD;FOCUS 1.0 ECOBOOST HYBRID;;1;01;IBRIDA;12;0;0;999;0;92;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;283112151;283112151;OWEB-23774-283112151;;5;GEN;;184642980;0;;0;004744;05/2018;N;5;31;0;0;;;;1;EL10721;;PIAGGIO;BEVERLY 350 SPORT TOUR;;6;;BENZINA;0;0;0;330;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;1500;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;254739636;254739636;OWEB-23774-254739636;;5;GEN;;182259847;0;;0;107882;08/2017;N;1;1;1;0;;;;1;FK409VS;;FORD;ECOSPORT 1.0 ECOBOOST 125;;1;01;BENZINA;12;0;0;998;0;92;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;11100;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;250720197;250720197;OWEB-23774-250720197;;5;GEN;;182259564;0;;0;;02/2004;N;7;76;0;0;;;;2;SO002920;;GALVAGNI;FG 35 RT;;9;;;0;0;0;0;0;0;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;254101911;254101911;OWEB-23774-254101911;;5;GEN;;182259780;0;;0;056953;02/2003;N;1;1;1;0;;;;1;CA848YS;;SKODA;FABIA 1.4/75 CV 16V CAT;;10;22;BENZINA;16;0;0;1390;0;55;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;254143676;254143676;OWEB-23774-254143676;;5;GEN;;182259790;0;;0;;07/2024;N;1;1;1;0;;;;1;GW172GM;;VOLVO;- XC40;;1;01;BENZINA;20;0;0;1969;0;120;;0,00;8000000,00;8000000,00;8000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
21;271421910;271421910;OWEB-23774-271421910;;5;GEN;;183629287;0;;0;082650;08/2011;N;1;1;1;0;;;;1;EJ462GG;;FIAT;PUNTO EVO 1.4 M.AIR 16V 5;;1;09;BENZINA;15;0;0;1368;0;77;;0,00;15000000,00;15000000,00;15000000,00;;0,00;N;;;0,00;;;;;0,00;0,00;0,00;;;0;N;;;0;;;0;0;0;0;;;N;;;;;;;;;;0,00;0,00;0,00;0,00;;;0,00;;;;0;0,00;0,00;0,00;;0;0;0,00;0,00;0,00;;0,00;;0,00;0;0;;N;;;;;
